Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
FSAP,,Hydrolytic activity of FSAP was inhibited by PAI-1 with a second-order inhibition rate constant (K(a)) of 3.38 +/- 1.12 x 10(5) m(-1).s(-1).,,,HGNC/4798/hyaluronan binding protein 2/0.56098,UP/Q14520/Hyaluronan-binding protein 2/0.56098,,,,,,,,,,,,,,,
melanophilin,,"Moreover, we show that Rab27a, melanophilin, and myosin Va form a ternary complex in the human melanocyte cell line HMV-II.",,,HGNC/29643/melanophilin/0.85366,UP/Q9BV36/Melanophilin/0.85366,UP/Q91V27/Melanophilin/0.85366,,,,,,,,,,,,,,
N,,We have now isolated a novel mRNA splice variant of nPTB from non-neuronal cells.,0,0,,,,,,,,,,,,,,,,,
insulin secretion,,"Moreover, the hyperbolic relationship between insulin secretion and β-cell responsivity differed significantly between genotypes.",,,GO/0030073/insulin secretion/0.85366,,,,,,,,,,,,,,,,
cbp,,"CBP (CREB-binding protein) and p300, containing an intrinsic histone acetyltransferase (HAT) activity, have emerged as coactivators for various DNA-binding transcription factors.",,,UP/O42720/Calcium-binding protein/0.85366,UP/P0AEN0/L-cystine-binding protein FliY/0.85366,UP/P0AEM9/L-cystine-binding protein FliY/0.85366,NCIT/C17803/CREB binding protein/0.70732,NCIT/C52534/CREBBP/0.70732,NCIT/C105124/EIF4E/0.70732,HGNC/2348/CREB binding protein/0.56098,HGNC/30043/phosphoprotein membrane anchor with glycosphingolipid microdomains 1/0.56098,UP/P00303/Basic blue protein/0.56098,UP/Q61990/Poly(rC)-binding protein 2/0.56098,UP/P20419/Phospholipase C/0.54523,HGNC/9936/opsin 1 (cone pigments), long-wave-sensitive/0.26829,,,,
interleukin-2,,A decrease in serum levels of interleukin-2 (IL-2) is usually found in alcoholic cirrhotics.,,,UP/P60568/Interleukin-2/0.85366,UP/P04351/Interleukin-2/0.85366,NCIT/C20507/interleukin-2/0.85366,HGNC/6001/interleukin 2/0.85366,,,,,,,,,,,,,
ACID,,"Our kinetic isotope effect results, Bronsted analysis, and pH dependence studies employing a range of aryl phosphates clearly indicate a dissociative transition state for the Cdc25A reaction that does",0,0,,,,,,,,,,,,,,,,,
Apolipoprotein,,"Abetalipoproteinemia (ABL) is a rare, naturally occurring extreme form of MTTP inhibition, which is characterized by the virtual absence of apolipoprotein (apo) B-containing lipoproteins in blood.",,,BE/Apolipoprotein/Apolipoprotein/0.99647,,,,,,,,,,,,,,,,
egfr,,"EGFR Promoter Methylation, EGFR Mutation, and HPV Infection in Chinese Cervical Squamous Cell Carcinoma.",,,HGNC/3236/epidermal growth factor receptor/0.85366,NCIT/C51744/EGFR/0.85366,UP/P0CY46/Epidermal growth factor receptor/0.85013,UP/P04412/Epidermal growth factor receptor/0.85013,GO/0005006/epidermal growth factor-activated receptor activity/0.70732,NCIT/C17068/epidermal growth factor receptor/0.70732,NCIT/C18436/soluble ERBB-1 protein/0.70732,,,,,,,,,,
CYS-3734,,In order to definitively show which of apoB's carboxyl-terminal cysteines is essential in interacting with apo(a) we have used RecA-assisted restriction enzyme digestion coupled with site-specific mut,0,0,,,,,,,,,,,,,,,,,
RS,,"Moreover, interaction of ITGB3 marker, rs15908 with TPH2 markers was found to be significant and influenced by the sex of the probands.",0,0,,,,,,,,,,,,,,,,,
CDC2,,"In addition, treatment of Hec1A cells with eupatilin resulted in a significant increase in the expression of p21(WAF1/CIP1) and in the phosphorylation of Cdc25C and Cdc2.",,,NCIT/C49452/CDC2/0.85013,NCIT/C17386/cyclin-dependent kinase-1/0.70379,NCIT/C106225/POLD1/0.70379,HGNC/9175/DNA polymerase delta 1, catalytic subunit/0.55745,HGNC/1722/cyclin dependent kinase 1/0.26476,,,,,,,,,,,
NEU,,"Finally, phospho-FAK analysis shows that SLK is required for Neu-dependent focal adhesion turnover.",,,CHEBI/23995/N-ethyl-N-nitrosourea/0.56098,,,,,,,,,,,,,,,,
TISSUE,,The purpose of this study was to examine expression levels of the human tissue kallikrein 11 gene (KLK11) in epithelial ovarian tumors and to identify the relationship between KLK11 expression and pat,0,0,,,,,,,,,,,,,,,,,
CYS-3734,,In order to definitively show which of apoB's carboxyl-terminal cysteines is essential in interacting with apo(a) we have used RecA-assisted restriction enzyme digestion coupled with site-specific mut,0,0,,,,,,,,,,,,,,,,,
amino acid,,A single amino acid substitution in the activation loop defines the decoy characteristic of VEGFR-1/FLT-1.,,,CHEBI/33709/amino acid/0.85366,CHEBI/33704/alpha-amino acid/0.55948,,,,,,,,,,,,,,,
TRM,,"In human immunodeficiency virus (HIV), CycT1 is required for Tat to bind tightly to TAR and interacts in the ternary complex via its Tat-TAR recognition motif (TRM).",,,XFAM/PF02005/TRM/0.70732,,,,,,,,,,,,,,,,
CCL19,,"The C-C chemokine receptor (CCR7) G protein-coupled receptor is expressed on naive T cells, dendritic cells, and NK cells and has two endogenous ligands, CCL19 and CCL21.",,,HGNC/10617/C-C motif chemokine ligand 19/0.85366,NCIT/C49726/CCL19/0.85366,NCIT/C28733/small inducible cytokine-A19/0.70732,,,,,,,,,,,,,,
PROTEIN,,"More recently, emerging evidences for a contribution of these proteins towards apoptosis and cell proliferation regulation have also been proposed.",0,0,,,,,,,,,,,,,,,,,
LARYNX,,"Using computer-assisted microscopy, the immunohistochemical expression of HLTF was determined using a series of 100 hypopharyngeal and 56 laryngeal squamous cell carcinomas (SCCs) compared to tumor-fr",0,0,,,,,,,,,,,,,,,,,
GOAL,,"The goal of this study was to examine the effect that four novel MTTP missense mutations had on protein interactions, expression and lipid-transfer activity, and to determine which mutations were resp",0,0,,,,,,,,,,,,,,,,,
PARTICIPANT,,"After adjustment for demographics, baseline EF, hypertension, diabetes, cardiovascular disease, body mass index, systolic blood pressure, hemoglobin and markers of mineral metabolism, participants wit",0,0,,,,,,,,,,,,,,,,,
BLOT,,"RT/real-time PCR and western blot method were used to analyze the CDC25B expression at the mRNA and protein levels, respectively.",0,0,,,,,,,,,,,,,,,,,
CELL,,"Metabolically unstable proteins are involved in a multitude of regulatory networks, including those that control cell signaling, the cell cycle and in many responses to physiological stress.",0,0,,,,,,,,,,,,,,,,,
chromatin,,The helicase-like transcription factor (HLTF) belongs to the SWI/SNF family of proteins that use the energy from adenosine triphosphate hydrolysis to remodel chromatin during a variety of cellular pro,,,GO/0000785/chromatin/0.85366,,,,,,,,,,,,,,,,
LARYNX,,Our data reveal an association between the presence of HLTF and neoplastic progression of hypopharyngeal and laryngeal SCCs.,0,0,,,,,,,,,,,,,,,,,
iNOS,,"The proliferation activity, expression of iNOS mRNA/protein and NO production of human skin fibroblasts at different time points after irradiation of different dosages of UVA were measured by MTT assa",,,NCIT/C38565/nitric oxide synthase-2A/0.70732,NCIT/C50895/NOS2A/0.70732,HGNC/7873/nitric oxide synthase 2/0.56098,UP/P35228/Nitric oxide synthase, inducible/0.56098,UP/P29477/Nitric oxide synthase, inducible/0.56098,HGNC/29821/inositol-3-phosphate synthase 1/0.55337,,,,,,,,,
ADPKD,,"Apelin is associated with kidney function decline in ADPKD, suggesting that it may be a new marker to predict kidney outcome.",,,EFO/1001496/Autosomal dominant polycystic kidney disease/0.70732,,,,,,,,,,,,,,,,
RESULT,,"Taken together, our results support a negative feedback loop between AR and miR-124 expression.",0,0,,,,,,,,,,,,,,,,,
INFANT,,Monocyte HLA-DR and neutrophil CD64 expression in critically ill infants are related to age and infection.,0,0,,,,,,,,,,,,,,,,,
MOTIFS,,"The transactivation ability of PPARγ was inhibited by NR0B1 in lung adenocarcinoma, and the N-terminal region of NR0B1 containing LxxLL motifs mediated its inhibition.",0,0,,,,,,,,,,,,,,,,,
PATHWAY,,"We identify functionally abnormal gene products throughout the pathway that are clearly associated with CHD, laterality, and HPE.",0,0,,,,,,,,,,,,,,,,,
thioredoxin,,Regulation of HIF-1α activity by overexpression of thioredoxin is independent of thioredoxin reductase status.,,,CHEBI/15033/thioredoxin/0.85366,,,,,,,,,,,,,,,,
IGF binding protein 5,,"In the bone matrix, insulin-like growth factors (IGFs) are the most abundant growth factors and IGF binding protein 5 (IGFBP-5) is the major IGFBP.",,,NCIT/C17508/insulin-like growth factor-binding protein-5/0.70732,,,,,,,,,,,,,,,,
GROUP,,"Compared with the control group the Ad-HGF group's HGF expression was not increased with time, and the induction by HGF of Notch1, Dll4 and Hey2 gene transcription was not enhanced with an increase of",0,0,,,,,,,,,,,,,,,,,
COS7 cell,,"When transiently expressed in COS-7 cells, all missense MTTP mutations interacted with apoB17, apoB48, and protein disulfide isomerase.",,,BTO/0000298/COS-7 cell/0.85361,,,,,,,,,,,,,,,,
DIABETES,,We hypothesized that the diabetes-associated allele in this locus (rs7903146) impairs insulin secretion and that this defect would be exacerbated by acute free fatty acid (FFA)-induced insulin resista,0,0,,,,,,,,,,,,,,,,,
CELL,,The amino acid polymorphism at position 440 can be useful to predict the cell tropism of a strain of HIV-1 subtype B.,0,0,,,,,,,,,,,,,,,,,
Reconcile,,We show that apparent gene dosage discrepancies between humans and model organisms can be reconciled by considering a broader combination of sequence variants.,,,CHEBI/5119/fluoxetine hydrochloride/0.55745,,,,,,,,,,,,,,,,
POINT,,The finding that WT nicastrin overexpression can increase gamma-secretase activity without altering levels of the presumed catalytic component (PS) of the enzyme may point to a role for nicastrin in f,0,0,,,,,,,,,,,,,,,,,
actin filament,,These findings suggest that melanophilin has a role in bridging Rab27a on melanosomes and myosin Va on actin filaments during melanosome transport.,,,GO/0005884/actin filament/0.85366,,,,,,,,,,,,,,,,
GENE,,"IP is caused by mutations in a gene called NEMO, which encodes a regulatory component of the IkappaB kinase complex required to activate the NF-kappaB pathway.",0,0,,,,,,,,,,,,,,,,,
Lysophosphatidate,,"In vitro enzyme assays show that the type 2 PAPs can dephosphorylate lyso-phosphatidate, ceramide-1-phosphate, sphingosine-1-phosphate and diacylglycerol pyrophosphate.",,,CHEBI/16975/1-acyl-sn-glycerol 3-phosphate/0.55944,,,,,,,,,,,,,,,,
LINE,,"To test this hypothesis, we have examined the activity of HLM006474 (a small molecule pan-E2F inhibitor) in lung cancer cell lines as a single agent and in combination with other compounds.",0,0,,,,,,,,,,,,,,,,,
HAPLOTYPES,,These extended haplotypes were then compared to the HLA-only haplotypes.,0,0,,,,,,,,,,,,,,,,,
GBM,,Inhibition of VEGF signaling leads to a proinvasive phenotype in mouse models of glioblastoma multiforme (GBM) and in a subset of GBM patients treated with bevacizumab.,,,EFO/0000519/glioblastoma multiforme/0.70732,NCIT/C3058/glioblastoma/0.70732,,,,,,,,,,,,,,,
TLR10,,"Genetic variation in TLR10 is not associated with chronic Q fever, despite the inhibitory effect of TLR10 on Coxiella burnetii-induced cytokines in vitro.",,,HGNC/15634/toll like receptor 10/0.85366,,,,,,,,,,,,,,,,
IKK,,Notch-1 activates estrogen receptor-alpha-dependent transcription via IKKalpha in breast cancer cells.,,,BE/IKK_family/IKK-family/0.85366,NCIT/C104199/I-kappa-B kinase/0.70732,,,,,,,,,,,,,,,
INFORMATION,,"We report here that in a case-control association study (N=719) of the seven SNPs, the genotype at codon 112 captures all the information required to assess disease risk.",0,0,,,,,,,,,,,,,,,,,
cell proliferation regulation,,"More recently, emerging evidences for a contribution of these proteins towards apoptosis and cell proliferation regulation have also been proposed.",,,NCIT/C20750/cell proliferation regulation/0.85366,,,,,,,,,,,,,,,,
MDM2,,"MDM2 amplification occurred in 4 (44.4%) and 1 (9.1%) cases, HCC and LC specimens respectively; only in 2 tumors (10.0%), which exhibited MDM2 immunoreactivity.",,,HGNC/6973/MDM2 proto-oncogene/0.85366,NCIT/C51283/MDM2/0.85366,NCIT/C17515/MDM2 protein/0.70732,,,,,,,,,,,,,,
ENDOGEN,,"We propose that endosulfine is an endogenous regulator of the KATP channel, which has a key role in the control of insulin release and, more generally, couples cell metabolism to electrical activity.",0,0,,,,,,,,,,,,,,,,,
endothelial cell,,Pretreatment of endothelial cells with the protein kinase CK1-specific inhibitor IC261 prevented the H(2)O(2) -stimulated phosphorylation of hnRNP-C.,,,BTO/0001176/endothelial cell/0.85366,CO/0000115/endothelial cell/0.85366,,,,,,,,,,,,,,,
substrate,,"Therefore, we propose that acetylation of the DNA binding domain of NF-kappaB aids in nuclear translocation and enhanced transcription and also suggest that the substrate specificity of CBP/p300 can b",,,NCIT/C120264/substrate/0.85366,,,,,,,,,,,,,,,,
IP,,"IP is caused by mutations in a gene called NEMO, which encodes a regulatory component of the IkappaB kinase complex required to activate the NF-kappaB pathway.",,,CVCL/F561/IP/0.85366,,,,,,,,,,,,,,,,
NR0B1,,"NR0B1, an orphan nuclear receptor, is expressed in side population cells and its knockdown reduces tumorigenic and anti-apoptotic potential in lung adenocarcinoma.",,,HGNC/7960/nuclear receptor subfamily 0 group B member 1/0.85366,NCIT/C75865/NR0B1/0.85366,,,,,,,,,,,,,,,
PAPILLA,,"Water deprivation in rats increased EphA2 expression in renal papilla, whereas dietary supplementation with 20% urea increased EphA2 expression in outer medulla.",0,0,,,,,,,,,,,,,,,,,
TARGET,,"Thus, USP4 could be a novel therapeutic target for the treatment of Th17-modulated autoimmune diseases.",0,0,,,,,,,,,,,,,,,,,
TISSUE,,The exclusion of this 34-nucleotide exon 10 in non-neuronal tissues generates a premature termination codon and results in the truncation of the open reading frame.,0,0,,,,,,,,,,,,,,,,,
ASO,,"Genotyping of p53 codon 72 and BAX promoter gene was examined by ASO-PCR and PICA-PCR, respectively.",,,UP/P24792/L-ascorbate oxidase/0.85366,UP/P37064/L-ascorbate oxidase/0.85366,UP/P14133/L-ascorbate oxidase/0.85366,UP/Q40588/L-ascorbate oxidase/0.85366,,,,,,,,,,,,,
LESION,,"The activation of EGF receptor, known to be highly expressed in psoriatic lesions, was inhibited by indigo naturalis or indirubin.",0,0,,,,,,,,,,,,,,,,,
TOX3,,"For MMP7, TOX3 and MAP3K1 the effects on survival are independent of the main recognized clinical prognostic factors.",,,HGNC/11972/TOX high mobility group box family member 3/0.85366,NCIT/C68711/TOX3/0.85366,,,,,,,,,,,,,,,
Cohort,,"These findings suggest that further investigation of the PRKCA gene is warranted, particularly in cohorts with evidence of linkage to 17q22.",,,CHEBI/34935/propyzamide/0.55745,,,,,,,,,,,,,,,,
hRAD9,,Expression of mammalian paralogues of HRAD9 and Mrad9 checkpoint control genes in normal and cancerous testicular tissue.,,,UP/Q99638/Cell cycle checkpoint control protein RAD9A/0.84606,NCIT/C106279/cell cycle checkpoint control protein RAD9A/0.69971,,,,,,,,,,,,,,,
OUTCOME,,"Apelin is associated with kidney function decline in ADPKD, suggesting that it may be a new marker to predict kidney outcome.",0,0,,,,,,,,,,,,,,,,,
H,,Adult multiple-trauma patients (n = 113) admitted to the intensive care unit (ICU) in the first 24 h after trauma were included.,0,0,,,,,,,,,,,,,,,,,
CENTRAL-NERVOUS-SYSTEM,,"Incontinentia pigmenti (IP) is an X-linked dominant disorder characterized by abnormal skin pigmentation, retinal detachment, anodontia, alopecia, nail dystrophy and central nervous system defects.",0,0,,,,,,,,,,,,,,,,,
MECHANISM,,"Interestingly, our Bronsted analysis and pH dependence studies reveal that Cdc25A employs a different mechanism for the hydrolysis of substrates with high leaving group pK(a) values (8.68-9.99) that a",0,0,,,,,,,,,,,,,,,,,
HPV-16,,EGFR promoter methylation was common and it might be associated with HPV 16 infection in Chinese cervical squamous cell carcinoma.,,,NCIT/C14338/human papillomavirus-16/0.70727,,,,,,,,,,,,,,,,
CANCER,,"Participants previously diagnosed with breast and/or ovarian cancer, with a family history of these cancers and who requested DNA-testing, were eligible for the study.",0,0,,,,,,,,,,,,,,,,,
CELL,,"Attenuating CXCR2 activity with SB225002, otherwise suppressed proliferation of 4THM and 4TBM cells.",0,0,,,,,,,,,,,,,,,,,
DISEASE,,Single-marker genotype and estimated haplotype frequencies were compared in UK unrelated cases with multiple sclerosis (n = 184) and healthy controls (n = 340) in order to investigate association with,0,0,,,,,,,,,,,,,,,,,
MLPH,,"Genetic studies suggest that three coat-color mutation genes, dilute (MyoVa(d)), ashen (Rab27a(ash)), and leaden (Mlph(ln)), act in the same or overlapping pathways.",,,HGNC/29643/melanophilin/0.85013,UP/Q2KIK2/Mpv17-like protein/0.55944,UP/Q2QL34/Mpv17-like protein/0.55944,,,,,,,,,,,,,,
SLK,,"Furthermore, heregulin-stimulated SLK activity requires signals from the focal adhesion proteins, FAK and src.",,,HGNC/11088/STE20 like kinase/0.85366,NCIT/C17574/p59-FYN/0.70732,NCIT/C51117/FYN/0.70732,HGNC/4037/FYN proto-oncogene, Src family tyrosine kinase/0.56098,UP/P06241/Tyrosine-protein kinase Fyn/0.56098,,,,,,,,,,,
PATIENT,,Human kallikrein gene 11 (KLK11) mRNA overexpression is associated with poor prognosis in patients with epithelial ovarian cancer.,0,0,,,,,,,,,,,,,,,,,
oncogene,,c-MYC oncogene is frequently deregulated by amplification in colon adenocarcinoma.,,,NCIT/C16936/oncogene/0.85366,,,,,,,,,,,,,,,,
Ca(2+),,"Thrombin-induced increases in cytosolic Ca(2+)concentrations ([Ca(2+)](i)) returned to basal levels within 60 s, but SFLLRN generated a sustained [Ca(2+)](i)elevation.",,,CHEBI/29108/calcium(2+)/0.56098,,,,,,,,,,,,,,,,
FSAP,,"FSAP-driven inhibition of vascular smooth muscle cell proliferation was antagonized by PAI-1, suggesting functional consequences for the FSAP-PAI-1 interaction.",,,HGNC/4798/hyaluronan binding protein 2/0.56098,UP/Q14520/Hyaluronan-binding protein 2/0.56098,,,,,,,,,,,,,,,
LYSINES,,"Three lysines, Lys-431, Lys-440, and Lys-441 in p50 were all acetylated in vitro, and a sequence similarity among p50, p53, Tat, and activin receptor type I on these particular lysines was observed.",0,0,,,,,,,,,,,,,,,,,
TRIM family,,Here we screened the TRIM family for roles in autophagy and found that half of TRIMs modulated autophagy.,,,NCIT/C21255/TRIM family/0.85366,,,,,,,,,,,,,,,,
ALDH8,,The ALDH8 gene is over 10 kb in length and consists of at least 10 exons.,,,HGNC/411/aldehyde dehydrogenase 3 family member B2/0.26829,,,,,,,,,,,,,,,,
DISEASE,,Most of the SNPs investigated in this study were intronic and screening to identify disease-associated functional mutations is now required.,0,0,,,,,,,,,,,,,,,,,
STROKE,,"The combined primary endpoint of our study was defined as the incidence of myocardial infarction, stroke or death from any cause.",0,0,,,,,,,,,,,,,,,,,
apolipoprotein E,,Regulatory region single nucleotide polymorphisms of the apolipoprotein E gene and the rate of cognitive decline in Alzheimer's disease.,,,HGNC/613/apolipoprotein E/0.85366,UP/P02649/Apolipoprotein E/0.85366,UP/P08226/Apolipoprotein E/0.85366,NCIT/C84470/apolipoprotein E/0.85366,,,,,,,,,,,,,
LV,,Multivariate regression analyses were performed to evaluate the association of FGF-23 concentration with LV dysfunction.,,,CHEBI/73579/Leu-Val/0.56098,,,,,,,,,,,,,,,,
EXPERIMENT,,Co-immunoprecipitation experiments revealed that this N-terminal region of NR0B1 was essential for the physical interaction with PPARγ.,0,0,,,,,,,,,,,,,,,,,
GFP,,Ad-GFP-infected HFAECs were used as control.,,,XFAM/PF01353/GFP/0.70732,,,,,,,,,,,,,,,,
chromosome,,"Human chromosome 1 showed complete cosegregation with the gene, whereas discordant segregation was observed for all other human chromosomes.",,,UP/SL-0468/Chromosome/0.85366,GO/0005694/chromosome/0.85366,,,,,,,,,,,,,,,
ste20-like kinase,,The Ste20-like kinase SLK is required for ErbB2-driven breast cancer cell motility.,,,UP/O55092/STE20-like serine/threonine-protein kinase/0.85217,UP/Q9H2G2/STE20-like serine/threonine-protein kinase/0.85217,UP/O54988/STE20-like serine/threonine-protein kinase/0.85217,UP/O08815/STE20-like serine/threonine-protein kinase/0.85217,NCIT/C106220/serine-threonine-protein kinase TAO3/0.70582,UP/O00506/Serine/threonine-protein kinase 25/0.55948,UP/Q9Z2W1/Serine/threonine-protein kinase 25/0.55948,HGNC/11088/STE20 like kinase/0.2668,,,,,,,,,
IGFBP-5,,"Therefore, we investigated whether PSA degrades IGFBP-5 and enhances biological activity of IGF.",,,UP/P24593/Insulin-like growth factor-binding protein 5/0.85366,UP/Q07079/Insulin-like growth factor-binding protein 5/0.85366,HGNC/5474/insulin like growth factor binding protein 5/0.85366,NCIT/C52285/IGFBP5/0.85366,NCIT/C17508/insulin-like growth factor-binding protein-5/0.70732,,,,,,,,,,,,
MOLECULE,,"Human alpha-endosulfine, a possible regulator of sulfonylurea-sensitive KATP channel: molecular cloning, expression and biological properties.",0,0,,,,,,,,,,,,,,,,,
Aldehyde dehydrogenase,,"Human aldehyde dehydrogenase genes, ALDH7 and ALDH8: genomic organization and gene structure comparison.",,,UP/P45959/Aldehyde dehydrogenase/0.85366,FA/00143/aldehyde dehydrogenase family/0.85366,NCIT/C118481/aldehyde dehydrogenase/0.85366,BE/ALDH/ALDH/0.85217,UP/etc/None/0.12195,,,,,,,,,,,,
MET,,"Taken together, these data support the role of SPINT2 as a putative tumor suppressor gene in MB, and further implicate dysregulation of the HGF/MET signaling pathway in the pathogenesis of MB.",,,HGNC/7029/MET proto-oncogene, receptor tyrosine kinase/0.85366,NCIT/C18248/oncogene MET/0.70732,NCIT/C51540/C-MET/0.70732,HGNC/20709/SAFB like transcription modulator/0.55812,,,,,,,,,,,,
ASAH,,One hundred eighty-three patients presenting with aSAH at a neurointensive care unit were consecutively recruited.,,,NCIT/C103900/ASAH1/0.69971,HGNC/735/N-acylsphingosine amidohydrolase 1/0.26069,,,,,,,,,,,,,,,
RESULT,,"The present article focuses on the communication to close and distant relatives about the hereditary cancer, the genetic test and its result.",0,0,,,,,,,,,,,,,,,,,
foam cell,,"Here, we show that STAT1 interacts with PPARγ in the induction of CD36 expression and foam cell formation by 15(S)-HETE.",,,BTO/0003872/foam cell/0.85366,CO/0000891/foam cell/0.85366,,,,,,,,,,,,,,,
PYK2,,"In addition, our findings show that reactive oxygen species-dependent Syk and Pyk2 stimulation is required for p300 tyrosine phosphorylation and activation.",,,NCIT/C51107/PTK2B/0.70379,HGNC/9612/protein tyrosine kinase 2 beta/0.55745,,,,,,,,,,,,,,,
LOOP,,Here we show that the molecular mechanisms underlying the decoy characteristic of VEGFR-1 is linked to the replacement of a highly conserved amino acid residue in the activation loop.,0,0,,,,,,,,,,,,,,,,,
ARGININE,,"This variant seems to be differently segregated in different ethnic/geographical locations; therefore, there might be a possible role of this genetic variant associated with a certain genetic backgrou",0,0,,,,,,,,,,,,,,,,,
CLINICIAN,,Depression severity was assessed by the clinician-rated Montgomery-Åsberg Depression Rating Scale (MADRS) and by the self-report Hospital Anxiety and Depression Scale (HADS).,0,0,,,,,,,,,,,,,,,,,
oncogene,,Chromosome localization of the human oncogene INT1 to 12q13 by in situ hybridization.,,,NCIT/C16936/oncogene/0.85366,,,,,,,,,,,,,,,,
apoptosis,,The results suggested that cantharidin is a potential anticancer drug that can be used to regulate the proliferation and apoptosis of human TSCC Tca8113 cells.,,,NCIT/C17557/apoptosis/0.85366,GO/0006915/apoptotic process/0.41463,GO/0097194/execution phase of apoptosis/0.41463,,,,,,,,,,,,,,
POSITION,,The ALDH8 gene contains an in-frame stop codon at the 17th codon position from the first initiator Met.,0,0,,,,,,,,,,,,,,,,,
cancer stem cell,,"4TBM, 4TLM, and 4THM cells include cancer stem cell features and metastasize extensively.",,,BTO/0004254/cancer stem cell/0.85366,,,,,,,,,,,,,,,,
CANCER,,"Participants previously diagnosed with breast and/or ovarian cancer, with a family history of these cancers and who requested DNA-testing, were eligible for the study.",0,0,,,,,,,,,,,,,,,,,
LOCATION,,MASPIN expression and location were immunohistochemically determined in 68 consecutive elderly patients with laryngeal carcinoma.,0,0,,,,,,,,,,,,,,,,,
Xenograft,,"Furthermore, overexpression of miR-124 inhibited proliferation rates and invasiveness capacity of PCa cells in vitro, and suppressed xenograft tumor growth in vivo.",,,EFO/0003942/heterologous transplantation/0.70379,,,,,,,,,,,,,,,,
cytokine,,"Interestingly, there was a positive relationship between the expression of Myd88 and the proinflammatory cytokine TNF-α.",,,NCIT/C20464/cytokine/0.85366,,,,,,,,,,,,,,,,
Th17 cell,,Cutting edge: Ubiquitin-specific protease 4 promotes Th17 cell function under inflammation by deubiquitinating and stabilizing RORγt.,,,BTO/0005655/Th17 cell/0.85366,,,,,,,,,,,,,,,,
membrane,,"We demonstrate here that, in human monocyte-derived DCs, the RING-CH ubiquitin E3 ligase, membrane-associated RING-CH I (MARCH I), promotes the ubiquitination of the HLA-DR beta-chain.",,,UP/SL-0162/Membrane/0.85366,GO/0016020/membrane/0.85366,,,,,,,,,,,,,,,
TISSUE,,"This study suggested that there was no EGFR tyrosine kinase inhibitor-sensitive mutation in EGFR exons 18, 19, and 21 in Chinese cervical squamous cell carcinoma tissue samples.",0,0,,,,,,,,,,,,,,,,,
ENDOGEN,,"A comprehensive quantification of APPsα and APPsβ, the immediate products of secretase processing, in both non-neuronal cell lines and primary neuronal cultures expressing endogenous APP yielded no ev",0,0,,,,,,,,,,,,,,,,,
phosphatase,,"In this report, FHL3 (human four-and-a-half LIM-only protein 3) is shown to interact with human phosphatase CDC25B, a cell cycle regulator involved in the control of G2/M. We found that this interacti",,,BE/Phosphatase/Phosphatase/1.0,NCIT/C16981/phosphatase/0.85366,XFAM/PF15698/phosphatase/0.70732,UP/Q9NJE9/Protein tilB homolog/0.56098,XFAM/PF00328/his Phos 2/0.56098,,,,,,,,,,,,
DISEASE,,These studies support emerging evidence that early endocytic defects impact NPC disease and suggest that such heterogeneity in NPC disease could result in diverse responses to therapeutic intervention,0,0,,,,,,,,,,,,,,,,,
CYS-3890,,"Studies based upon fluorescent labeling of free cysteine residues have suggested that cysteine 3734 of the 4 carboxyl-terminal cysteines of apoB (Cys-3734, Cys-3890, Cys-4190, and Cys-4326) is the mos",0,0,,,,,,,,,,,,,,,,,
CONSEQUENCE,,Further work is now needed to elucidate the consequences of this interaction on myoblast fate decision and cycle control.,0,0,,,,,,,,,,,,,,,,,
CONTROL,,"To identify SNPs that alter breast cancer risk, association tests were used to compare cases with controls from the Wellcome Trust Case Control Consortium.",0,0,,,,,,,,,,,,,,,,,
COLONY,,It also displayed an oncogenic phenotype as its expression in fibroblast cells elicited transformation and colony growth.,0,0,,,,,,,,,,,,,,,,,
TRANSCRIPTION,,"At both promoters, CycT1 recruits the Cdk9 kinase, which phosphorylates RNA polymerase II to generate processive transcription complexes.",0,0,,,,,,,,,,,,,,,,,
CK1alpha,,The kinase was purified and identified by tandem mass spectrometry as protein kinase CK1alpha (formerly casein kinase 1alpha).,,,HGNC/2451/casein kinase 1 alpha 1/0.56098,,,,,,,,,,,,,,,,
CANCER,,The psychological aspects of genetic testing for hereditary breast and ovarian cancer (HBOC) in cancer patients (diagnostic genetic testing) have so far received less attention than predictive genetic,0,0,,,,,,,,,,,,,,,,,
A-D-P,,"Here, using SERT-deficient mice, we have established a role for constitutive SERT expression in efficient ADP- and thrombin-triggered platelet aggregation.",,,CHEBI/16761/ADP/0.85366,CHEBI/456216/ADP(3-)/0.56098,CHEBI/73342/Ala-Asp-Pro/0.56093,,,,,,,,,,,,,,
MDD,,Genotype frequencies were established in 315 patients (195 with MDD and 120 with BPD diagnosis) and in 373 controls.,,,CHEBI/566274/malonaldehyde/0.56098,,,,,,,,,,,,,,,,
RAB27A,,"Moreover, we show that Rab27a, melanophilin, and myosin Va form a ternary complex in the human melanocyte cell line HMV-II.",,,HGNC/9766/RAB27A, member RAS oncogene family/0.85013,NCIT/C119635/RAB27A/0.85013,,,,,,,,,,,,,,
tumor suppressor gene,,These results suggest that the NFAT1 gene is not likely to be a tumor suppressor gene in human cartilaginous tumors.,,,NCIT/C17362/tumor suppressor gene/0.85366,,,,,,,,,,,,,,,,
GENE,,The ALDH7 gene spans about 20 kb of the human genomic DNA and is composed of 9 coding exons.,0,0,,,,,,,,,,,,,,,,,
